<TICKER> <PER> <DATE> <TIME> <OPEN> <HIGH> <LOW> <CLOSE> <VOL>
SBER D 200514 000000 186.49 188.2 183.5 183.81 76532900
SBER D 200515 000000 186.13 186.78 183.33 183.85 63033850
SBER D 200518 000000 186.06 190 185.4 188.93 77252650
SBER D 200519 000000 190.38 192.55 186.8 189 105168650
SBER D 200520 000000 188.45 193.98 186.6 193.98 93311880
SBER D 200521 000000 194 196.31 191.5 192.4 79390610
SBER D 200522 000000 190.97 191.25 188.6 188.9 56926660
SBER D 200525 000000 189.62 191.31 188.8 191 23090830
SBER D 200526 000000 192.83 196.1 192.11 194 79038520
SBER D 200527 000000 194.01 198.97 193.32 198.51 115900270
SBER D 200528 000000 199.33 205 198.4 205 117073600
SBER D 200529 000000 204.2 204.4 199.17 200.5 106525280
SBER D 200601 000000 203.1 205.93 201.81 203.66 65100110
SBER D 200602 000000 204.57 212 204 212 116798700
SBER D 200603 000000 214 221.92 213.51 221.5 144505760
SBER D 200604 000000 220.67 221 212.55 213.1 122406780
SBER D 200605 000000 215.13 219.93 213.6 219.1 88508590
SBER D 200608 000000 219.73 223.15 217.45 220.3 88612450
SBER D 200609 000000 221.19 221.88 215.44 217.23 69097350
SBER D 200610 000000 217 217.58 211.82 212.53 91851980
SBER D 200611 000000 208.99 209.24 206.01 208.35 69726170
SBER D 200615 000000 205.07 207.85 202.3 207.32 75360850
SBER D 200616 000000 210.3 212.19 207.52 207.76 66267920
SBER D 200617 000000 208.52 210.35 206.94 208.14 56455710
SBER D 200618 000000 207.8 208.1 202.72 203.77 72204680
SBER D 200619 000000 205.39 209.2 204.55 207 74923730
SBER D 200622 000000 206.7 207.95 204.28 206.4 58621480
SBER D 200623 000000 207.51 209.74 206.43 207.3 53213440
SBER D 200625 000000 200.99 207 200.75 206.92 70420930
SBER D 200626 000000 206.97 207.5 201.76 203.15 46627040
SBER D 200629 000000 201.09 205.86 200.97 205.8 42613600
SBER D 200630 000000 205.66 206 202.36 203.22 43705610
SBER D 200702 000000 205.01 210.15 204.28 209.6 76154820
SBER D 200703 000000 210 211.97 209 210.95 50602810
SBER D 200706 000000 212.94 216.79 212.94 214.61 55118170
SBER D 200707 000000 212.9 214.23 210.51 210.53 44709210
SBER D 200708 000000 210.8 212.29 209.3 210.97 41999670
SBER D 200709 000000 210.7 211.7 208.1 209.11 45129130
SBER D 200710 000000 207.5 212.6 206.57 212.28 50631590
SBER D 200713 000000 213.86 214.2 208.11 208.39 51159680
SBER D 200714 000000 208.38 209.58 205.7 209.5 65996740
SBER D 200715 000000 210.29 211.8 207.65 211.09 49443460
SBER D 200716 000000 209.7 212.6 208.63 211.35 38986190
SBER D 200717 000000 211.68 212.18 209.86 210.81 36123640
SBER D 200720 000000 210.27 214.48 209.08 213.89 44482520
SBER D 200721 000000 215 219.1 214.38 215.73 75241030
SBER D 200722 000000 215.98 217.65 213.56 216.71 48418830
SBER D 200723 000000 217.49 219.28 215 215.41 43348380
SBER D 200724 000000 214.78 217.41 197.73 215.97 53375040
SBER D 200727 000000 216.64 218.38 215.15 216.9 38282820
SBER D 200728 000000 216.82 217.42 215.25 215.53 24557890
SBER D 200729 000000 215.89 219.18 215.63 219.18 41332240
SBER D 200730 000000 218.71 218.88 215.34 218.15 51172130
SBER D 200731 000000 218.18 221.98 217.43 221.57 59643550
SBER D 200803 000000 222.27 228.36 221.3 226.72 64491510
SBER D 200804 000000 227.39 228.85 225.63 227.16 41990440
SBER D 200805 000000 228.15 229.17 224.31 226.4 54596910
SBER D 200806 000000 226.6 227.43 224.35 226 30150840
SBER D 200807 000000 225.05 227.6 224.46 227.28 35603190
SBER D 200810 000000 227.88 228.7 224.51 225.99 43443970
SBER D 200811 000000 226.21 234.73 226.21 232.65 81839190
SBER D 200812 000000 233.14 242.5 233.03 242.4 100956370
SBER D 200813 000000 242.14 244.04 238.57 241.39 85633070
SBER D 200814 000000 242 242.22 238.47 239.99 44251150
SBER D 200817 000000 240.8 242.35 234.5 237.8 77010820
SBER D 200818 000000 236.88 239.83 235.69 236.3 36709210
SBER D 200819 000000 235.89 240.75 235.19 239.4 38198470
SBER D 200820 000000 238.44 238.51 230.33 232.48 116907020
SBER D 200821 000000 233.32 236.5 227.35 231.22 138860290
SBER D 200824 000000 232.5 233.7 230.2 231.81 44448280
SBER D 200825 000000 232.22 232.97 226.9 228.08 58959140
SBER D 200826 000000 228.3 229.4 224.7 227.8 75719340
SBER D 200827 000000 227.8 229.98 225.6 226.23 51005540
SBER D 200828 000000 227 228.1 225.19 226.3 40700580
SBER D 200831 000000 227.02 229.71 225 226.1 61944640
SBER D 200901 000000 226.71 227.97 226.01 227.64 37502870
SBER D 200902 000000 228.56 228.75 220.85 222.57 77783830
SBER D 200903 000000 221.7 224.23 218 218.32 69352330
SBER D 200904 000000 218.01 222.5 216.75 222.21 70514060
SBER D 200907 000000 221.58 224.2 220.5 221.32 59227020
SBER D 200908 000000 222.01 222.48 216.29 217.68 69809370
SBER D 200909 000000 217.03 218.88 216.8 218 47977600
SBER D 200910 000000 218.25 222.15 215.79 220.6 71152000
SBER D 200911 000000 221.22 223.15 219.75 221.07 45633510
SBER D 200914 000000 222.32 227.54 222.13 227.37 62798500
SBER D 200915 000000 228.21 231.95 227.39 231.5 61742490
SBER D 200916 000000 231.73 232.6 230.15 231.06 39547830
SBER D 200917 000000 229.1 231.75 228.57 231.46 48862560
SBER D 200918 000000 232.01 232.59 229 230.3 54568200
SBER D 200921 000000 229.88 230.07 223.49 226.25 70253350
SBER D 200922 000000 226.01 230.28 225.46 229.88 66529120
SBER D 200923 000000 230.05 232.1 227.61 228.5 71209480
SBER D 200924 000000 227.7 231.1 225.75 228.17 81830090
SBER D 200925 000000 229.01 229.3 226.25 228.24 60095930
SBER D 200928 000000 228.79 229.55 227.35 228.63 64238440
SBER D 200929 000000 228.85 228.85 223.1 225.48 90380110
SBER D 200930 000000 224.44 230.75 223.25 229.14 78547070
SBER D 201001 000000 229.14 229.9 226.86 227.23 77695460
SBER D 201002 000000 210.4 211.39 206.5 208.8 113333260
SBER D 201005 000000 209.6 210.69 207.72 208.89 45503950
SBER D 201006 000000 209 212.99 208.35 211.18 87494140
SBER D 201007 000000 211.31 212.66 209.03 210.6 61938560
SBER D 201008 000000 211.21 211.43 207.26 207.97 49386720
SBER D 201009 000000 208.46 208.96 204.4 205.38 65464660
SBER D 201012 000000 205.97 208.49 204.57 206.18 52059840
SBER D 201013 000000 205.92 207.64 204.77 205.03 45995460
SBER D 201014 000000 205.13 208 204.78 207.83 46800230
SBER D 201015 000000 207.45 207.57 201.95 203.85 76453110
SBER D 201016 000000 204.01 204.25 200.5 201.17 66207070
SBER D 201019 000000 201.59 204 201.59 202.78 47388190
SBER D 201020 000000 203 209.76 202.5 209.54 80894090
SBER D 201021 000000 210.04 213.25 208.9 210.33 82434060
SBER D 201022 000000 209.58 211.53 207.84 210.21 46737620
SBER D 201023 000000 210 214.73 209.15 214.5 75208650
SBER D 201026 000000 213.4 214.45 210.5 211.1 58821670
SBER D 201027 000000 211.5 212.29 206.66 207.64 61053270
SBER D 201028 000000 206.91 206.94 202.3 204.73 70128700
SBER D 201029 000000 206.51 207.33 203.64 205.58 91297990
SBER D 201030 000000 203.66 204.84 200.61 200.99 83424060
SBER D 201102 000000 200.44 204.59 196.15 204.5 82202910
SBER D 201103 000000 205.7 211.11 203.8 209.2 90250210
SBER D 201105 000000 214.4 218.65 211.43 216.7 152059160
SBER D 201106 000000 215.8 218.29 213 217.5 94928190
SBER D 201109 000000 220 231.3 218.7 228.05 217217210
SBER D 201110 000000 227.18 237.6 226.27 236.1 229431100
SBER D 201111 000000 237 245.98 236.89 244.2 234734740
SBER D 201112 000000 243.31 245.72 240.22 242.08 151362110
SBER D 201113 000000 242.01 244.14 238.62 242.99 106127700
SBER D 201116 000000 244.14 248.73 244 247.99 113715900
SBER D 201117 000000 247.99 249.84 243.41 245.7 94861740
SBER D 201118 000000 245.07 247.23 242.59 242.71 60036860
SBER D 201119 000000 242.5 243.49 237.34 240.27 96933550
SBER D 201120 000000 239.7 240.77 236.57 239.42 48707710
SBER D 201123 000000 240.46 243.87 238.52 239.7 74750590
SBER D 201124 000000 241.51 247.85 239.57 247.33 84391720
SBER D 201125 000000 247.95 252.2 246.55 251.91 133279720
SBER D 201126 000000 252.2 252.88 247.44 250.1 79802600
SBER D 201127 000000 250.31 252.26 248.03 251.59 51413850
SBER D 201130 000000 249.72 251 245.98 249.63 112040430
SBER D 201201 000000 250.71 260.99 249.8 260.81 132045800
SBER D 201202 000000 260.05 264.99 258.8 264.06 93270290
SBER D 201203 000000 264.49 264.63 260.85 263.14 62219970
SBER D 201204 000000 264.65 270.84 264.5 270 94546040
SBER D 201207 000000 269.2 276.13 268.1 274.36 94682100
SBER D 201208 000000 274.44 276.66 271.52 275.49 78823270
SBER D 201209 000000 276.19 279.42 275.87 276.89 73606600
SBER D 201210 000000 276.7 282.2 275.2 282.2 75547130
SBER D 201211 000000 282.5 284.6 279.78 283.73 76031520
SBER D 201214 000000 285.02 287.74 277.1 279.95 90216400
SBER D 201215 000000 278.53 283.76 276.07 278.7 84170420
SBER D 201216 000000 278 280.84 276.14 278.35 54712610
SBER D 201217 000000 279.84 285.16 276.54 278.5 92056470
SBER D 201218 000000 277.4 277.4 268.52 270.16 99129600
SBER D 201221 000000 266.4 267.34 259.7 261.79 120329330
SBER D 201222 000000 259.55 267.42 257.05 262.04 105345250
SBER D 201223 000000 262.2 270.29 260.22 270.1 67880370
SBER D 201224 000000 271.9 272.82 267.13 269.32 42447420
SBER D 201225 000000 269.93 271 268.28 270.64 11978340
SBER D 201228 000000 270.89 275.19 269.73 274.7 38838530
SBER D 201229 000000 275.91 276.43 271.26 272 38984890
SBER D 201230 000000 272.5 274.24 270.12 271.65 31509500
SBER D 210104 000000 274.67 276.6 270.61 272 48799460
SBER D 210105 000000 272.67 275.7 270.28 275.2 45554100
SBER D 210106 000000 275.9 275.92 271.62 272.93 40905340
SBER D 210108 000000 275.11 283.99 275.11 283.64 88672940
SBER D 210111 000000 282.75 292.95 279.48 289.49 112210400
SBER D 210112 000000 290.5 296.07 286.7 289.99 78890100
SBER D 210113 000000 291.01 292.46 283.1 283.78 67489780
SBER D 210114 000000 284 286.9 279.06 284.79 74616910
SBER D 210115 000000 282.55 286.16 276 276.9 73687110
SBER D 210118 000000 275.73 281.3 272.95 279.79 73676310
SBER D 210119 000000 280.98 282.8 276.42 278.19 55682850
SBER D 210120 000000 278.63 282.49 276.77 279.8 47858610
SBER D 210121 000000 280.78 281.54 272.84 274.4 83765230
SBER D 210122 000000 273 273.3 266.78 268.25 86899970
SBER D 210125 000000 270.54 273.63 261.65 265.3 114068450
SBER D 210126 000000 262.9 269.57 262.61 269.34 75094890
SBER D 210127 000000 270.07 273.8 265.02 265.5 100046360
SBER D 210128 000000 263.5 267.17 261.17 265.96 81088040
SBER D 210129 000000 263.92 264.75 257.36 258.11 120025230
SBER D 210201 000000 260 264.06 258.73 263.8 63050800
SBER D 210202 000000 265 268.39 263.05 263.15 79360220
SBER D 210203 000000 264.25 268.14 261.05 263.53 77585700
SBER D 210204 000000 263.21 270.6 262.34 270.11 78873410
SBER D 210205 000000 271.99 272.57 268.87 271.7 71697410
SBER D 210208 000000 273.01 275.58 272.32 275.2 51720410
SBER D 210209 000000 275.99 276.29 267.19 268.98 91773840
SBER D 210210 000000 269.28 270.99 265.2 265.9 63033470
SBER D 210211 000000 265.49 266.9 263.75 264.7 38615960
SBER D 210212 000000 263.99 266.44 258.55 266 81585980
SBER D 210215 000000 268.49 271.87 267.07 271.81 56766380
SBER D 210216 000000 272.31 272.8 268.27 270.9 62992920
SBER D 210217 000000 270.92 275.07 267.56 270.9 79087080
SBER D 210218 000000 270.35 272.46 266.21 266.99 58686040
SBER D 210219 000000 266.12 272.81 264.19 271.34 59193580
SBER D 210220 000000 271 271 269.02 270.51 8738250
SBER D 210222 000000 270.37 274.46 268.12 273.71 48095910
SBER D 210224 000000 272.12 272.75 269.42 271.9 64101830
SBER D 210225 000000 273.6 276.48 270.65 270.71 79566390
SBER D 210226 000000 268 272.49 266.43 270.17 74446940
SBER D 210301 000000 273 274.73 271.13 273.58 35741070
SBER D 210302 000000 271.89 280 271.6 279.1 71481180
SBER D 210303 000000 281.7 283.83 277.63 278.01 64113880
SBER D 210304 000000 278.53 281.96 273.63 274.75 91841080
SBER D 210305 000000 276.12 278.98 272.76 277.5 83301590
SBER D 210309 000000 278.71 286.38 277.56 285.79 72592390
SBER D 210310 000000 285.23 288 281 282.24 55067560
SBER D 210311 000000 283.86 286.38 282.3 286 47203100
SBER D 210312 000000 286.3 287.49 282.82 284.93 51362640
SBER D 210315 000000 286.07 292.92 285.28 292.74 67756210
SBER D 210316 000000 293.07 293.88 288.61 292.33 53891160
SBER D 210317 000000 292.38 293.25 279.6 283.35 110247040
SBER D 210318 000000 284.06 285.79 278.24 279.25 74060790
SBER D 210319 000000 279 286.31 278.03 285.47 84214320
SBER D 210322 000000 285 291.2 283.08 288.65 62697960
SBER D 210323 000000 287.6 288.3 282.11 282.6 70668340
SBER D 210324 000000 283.3 288 282.25 285.79 46388650
SBER D 210325 000000 286.33 287.03 283.85 286.66 35114120
SBER D 210326 000000 288.6 292.75 288.32 291.22 55889260
SBER D 210329 000000 289.72 294.09 289.26 293.3 43631060
SBER D 210330 000000 294.6 295.72 291.5 293.25 38637210
SBER D 210331 000000 294 294.42 290.26 291.02 46972400
SBER D 210401 000000 292 294.72 288.43 290.24 51532880
SBER D 210402 000000 290.81 292.4 289.14 291.7 19262050
SBER D 210405 000000 290.8 291.48 287.07 288.78 35298970
SBER D 210406 000000 289 289.43 281.37 281.5 77497430
SBER D 210407 000000 281.66 284.29 278.54 283.98 74087530
SBER D 210408 000000 284.62 286.2 282.17 283.89 51161440
SBER D 210409 000000 283.44 283.79 280.09 281.07 40018040
SBER D 210412 000000 278.21 285.35 278 281.75 57020860
SBER D 210413 000000 282.9 288.2 281.14 287.95 67878750
SBER D 210414 000000 290 291.58 286.72 287.18 58993600
SBER D 210415 000000 281.5 285.19 280.87 283.72 87528200
SBER D 210416 000000 285.7 289.3 284.08 288.5 63355410
SBER D 210419 000000 287.9 289.25 286.04 287.72 51231790
SBER D 210420 000000 288.9 290.92 286.59 287.42 63069010
SBER D 210421 000000 288.04 290.2 287.06 289.25 49661560
SBER D 210422 000000 289.04 294.67 286.93 292.18 73621930
SBER D 210423 000000 293.16 294.2 290.78 293.19 42551750
SBER D 210426 000000 294.3 296.48 293.1 295.27 45676020
SBER D 210427 000000 295.74 300.25 295.61 298.5 62822260
SBER D 210428 000000 298.84 299.26 295.89 298.49 40549200
SBER D 210429 000000 301.05 301.84 294.79 297.1 56771630
SBER D 210430 000000 296.92 298.1 295.03 297.73 35662800
SBER D 210504 000000 298.7 304.23 298.2 303.7 60366580
SBER D 210505 000000 304.01 306.03 302.71 305.99 41550150
SBER D 210506 000000 306.29 314.98 306.25 314.72 62553900
SBER D 210507 000000 316.01 319.16 315.48 317.94 56349650
SBER D 210510 000000 318.27 320.19 314.31 320.19 59207110
SBER D 210511 000000 303.05 309.48 301 307.16 79006340
SBER D 210512 000000 307.4 309.24 302 302.02 56079760
SBER D 210513 000000 302.15 306.86 299.33 306.74 57632810
SBER D 210514 000000 308.2 308.24 302.33 304.1 26784400
SBER D 210517 000000 303.5 305.24 301.01 303.94 28344110
SBER D 210518 000000 305.04 306.62 303.33 305.78 35434660
SBER D 210519 000000 304.38 304.88 295.1 297 71633830
SBER D 210520 000000 297.94 298.37 293 296.72 58479500
SBER D 210521 000000 296.82 302.98 294.9 301.23 51370530
SBER D 210524 000000 302.05 304.75 299.59 300.7 30764260
SBER D 210525 000000 301.78 307.4 301.57 306.8 37526860
SBER D 210526 000000 307.81 309.5 305.33 307.01 35255410
SBER D 210527 000000 306.39 313.9 305.72 312.72 70727920
SBER D 210528 000000 313.3 314 309.06 309.56 35412970
SBER D 210531 000000 309.3 312.6 308.82 310.79 23651780
SBER D 210601 000000 312.6 314.17 310.03 311.6 37510420
SBER D 210602 000000 311.59 314 310.61 313.98 26981700
SBER D 210603 000000 314.8 315.71 309.87 312.41 34459100
SBER D 210604 000000 313 313 307.6 310.94 37077640
SBER D 210607 000000 310.03 316 308.57 315.53 40149880
SBER D 210608 000000 315.26 316.18 312.5 314.83 34909350
SBER D 210609 000000 315.01 315.9 312.9 314.78 25115980
SBER D 210610 000000 314.8 316.58 313.76 314.62 29201370
SBER D 210611 000000 314.88 315.08 312.5 313 21902100
SBER D 210614 000000 313.48 314.87 310.4 314.12 25494830
SBER D 210615 000000 314.13 315.6 312.4 312.51 29704890
SBER D 210616 000000 312.5 314.54 311.03 311.61 38224960
SBER D 210617 000000 311 315.42 310.46 313.9 44164540
SBER D 210618 000000 313.44 313.82 308.13 309.3 62327060
SBER D 210621 000000 308.45 310.4 306.56 310.4 36086020
SBER D 210622 000000 310.79 311.17 308.13 309.73 23511320
SBER D 210623 000000 310.4 312 308.69 309.79 24810790
SBER D 210624 000000 309.82 311.2 308.84 310 19708450
SBER D 210625 000000 310.41 312.5 309.82 311.81 22588790
SBER D 210628 000000 311.76 312.06 309.13 309.48 19409430
SBER D 210629 000000 308.7 309.23 303.66 306.1 33868700
SBER D 210630 000000 306.35 306.91 303.34 306.45 31492940
SBER D 210701 000000 306.19 307.35 305 305.78 19958090
SBER D 210702 000000 305.59 308.37 304.71 307.39 28893920
SBER D 210705 000000 307.81 308.11 304.8 307 16481560
SBER D 210706 000000 307.32 307.59 302.37 303.34 32667720
SBER D 210707 000000 303.56 306.2 302.85 304.06 22612920
SBER D 210708 000000 302.99 304.3 300.62 302.63 30696840
SBER D 210709 000000 302.71 304.1 301.22 303.56 20523480
SBER D 210712 000000 303.56 306.27 301.52 306.23 25280830
SBER D 210713 000000 306.85 307.22 302.11 303 21233230
SBER D 210714 000000 302.7 303.69 300.74 301.5 23920780
SBER D 210715 000000 301.19 303.5 299.77 301.72 21082200
SBER D 210716 000000 301.92 304.78 298.57 298.85 34532240
SBER D 210719 000000 298 298.36 290.03 291.46 41244150
SBER D 210720 000000 292.34 296.8 292.3 296.1 35564960
SBER D 210721 000000 296.01 296.94 293.54 294.86 17526680
SBER D 210722 000000 295.77 298.17 294.43 297.27 20319290
SBER D 210723 000000 297.5 298.69 295.04 296.38 14959920
SBER D 210726 000000 293.99 303.68 291.98 303.34 33887060
SBER D 210727 000000 302.66 304.59 299.38 299.71 38559430
SBER D 210728 000000 300.48 302.98 300 302.9 26896580
SBER D 210729 000000 304.14 305.27 303.03 303.12 27950010
SBER D 210730 000000 302.42 306.67 301.12 305.59 49522680
SBER D 210802 000000 306.31 308.63 306.06 306.51 31506510
SBER D 210803 000000 306.31 309.89 306.25 309.89 33788860
SBER D 210804 000000 310.26 312 309.25 311.1 30666580
SBER D 210805 000000 311.02 315.91 310.82 315.82 37290300
SBER D 210806 000000 316.1 320 315.31 319.15 54096400
SBER D 210809 000000 318.56 328.3 317.62 326.91 71958140
SBER D 210810 000000 328.05 331.29 326.97 330.11 41507840
SBER D 210811 000000 330.7 330.98 326.21 329.9 34418000
SBER D 210812 000000 330 330.64 327.3 328.57 20985080
SBER D 210813 000000 328.6 330.27 327.31 328.68 18758270
SBER D 210816 000000 327.56 330.52 327.13 329.36 23916510
SBER D 210817 000000 329 335.7 328.55 334.5 42463620
SBER D 210818 000000 336.05 338.99 333.26 334.9 36270350
SBER D 210819 000000 333.5 334 329.1 332.69 45936410
SBER D 210820 000000 332.2 333.27 325.17 325.67 36352850
SBER D 210823 000000 327.85 329.81 326.55 329.22 20539290
SBER D 210824 000000 330.37 331.22 323.32 324.83 35650540
SBER D 210825 000000 324.29 325.32 321.26 324.57 28071640
SBER D 210826 000000 324.03 325.55 320.58 322.54 27463480
SBER D 210827 000000 323.74 327.5 321.8 327.41 27792410
SBER D 210830 000000 328.42 329.38 326.51 328.28 20356090
SBER D 210831 000000 328.54 330.48 327.3 327.94 32440160
SBER D 210901 000000 328.87 334.64 328.03 334.57 30671130
SBER D 210902 000000 334.67 334.91 328.77 329 31562590
SBER D 210903 000000 329.47 330.53 326.62 329.71 29597400
SBER D 210906 000000 330 331.45 328.5 329.37 17467620
SBER D 210907 000000 329.82 330.73 324.64 325.96 24443360
SBER D 210908 000000 325.96 332.74 322.84 331.7 47818530
SBER D 210909 000000 330.4 330.4 325.69 326.01 29884250
SBER D 210910 000000 328.01 328.43 325.21 326.25 17390450
SBER D 210913 000000 327.02 328.14 324.01 327.41 24349520
SBER D 210914 000000 327.45 328.84 325.48 326.48 22491700
SBER D 210915 000000 326.46 334.6 326.46 333.51 43810600
SBER D 210916 000000 333.04 334.5 324.91 326.99 62479270
SBER D 210917 000000 326.9 331.73 325.7 329.56 54120880
SBER D 210920 000000 327.01 328.85 325 326.92 31671550
SBER D 210921 000000 328.44 329.48 322.39 323.25 47704160
SBER D 210922 000000 325.28 328.9 322.5 327.8 38085450
SBER D 210923 000000 328.94 329.4 325.13 327.02 27033650
SBER D 210924 000000 326.08 326.23 323.62 325.44 24552590
SBER D 210927 000000 326.32 332.46 326.09 331.68 34346920
SBER D 210928 000000 332.06 334.48 328.32 329.3 52511780
SBER D 210929 000000 329.09 330.45 327.15 328.43 27597990
SBER D 210930 000000 329.98 342.2 329.45 340.99 83549930
SBER D 211001 000000 339.21 339.94 336.08 338.48 37617680
SBER D 211004 000000 337.81 349.31 336.22 345.85 59987320
SBER D 211005 000000 346.79 365 344.9 363.2 86810410
SBER D 211006 000000 366 375.48 359.35 364.28 95588390
SBER D 211007 000000 367.69 374 365.88 368.93 49466740
SBER D 211008 000000 369.5 374.55 368 373.01 31010000
SBER D 211011 000000 375.05 388.11 375 387.6 66555950
SBER D 211012 000000 385.9 386.86 376.72 377.79 51365340
SBER D 211013 000000 378.7 380.91 370.81 378.8 54668150
SBER D 211014 000000 382.02 383.13 374.57 376.09 36290870
SBER D 211015 000000 377.5 378.41 370.43 371.82 37276570
SBER D 211018 000000 369.35 369.91 363.75 364.6 38112280
SBER D 211019 000000 365.68 373.4 361.5 373.18 40008020
SBER D 211020 000000 371.83 371.97 367.1 370.16 27515020
SBER D 211021 000000 368.2 371.14 363.2 364.6 24461840
SBER D 211022 000000 364.06 370.39 362.37 364.37 26322460
SBER D 211025 000000 366.19 371.7 361.68 369.99 35623260
SBER D 211026 000000 369.89 374.63 365.66 372.16 41746810
SBER D 211027 000000 371 374 366.51 371.36 36305740
SBER D 211028 000000 370.5 374.92 362.32 365.36 53785930
SBER D 211029 000000 364.33 364.33 352.68 356.14 53476690
SBER D 211101 000000 356.14 371.47 356.14 370.96 55120560
SBER D 211102 000000 370.98 374 367.2 370.7 37697650
SBER D 211103 000000 370 370.5 365.03 370.13 30833580
SBER D 211105 000000 366.98 367.56 358.5 360.21 39012570
SBER D 211108 000000 362.59 363.97 355.6 358.39 39658600
SBER D 211109 000000 358.41 364.58 355.6 357.44 41687090
SBER D 211110 000000 356.68 358.8 348 348.65 46528570
SBER D 211111 000000 350.14 357.89 347.22 356.24 42860130
SBER D 211112 000000 356.24 356.37 339.68 347.59 100664120
SBER D 211115 000000 348.67 352.8 342.76 344.39 59812240
SBER D 211116 000000 345.91 346.47 336.01 337.91 61959550
SBER D 211117 000000 338 343.57 336.6 339.89 49464380
SBER D 211118 000000 338.9 343.12 333.5 336.93 47108510
SBER D 211119 000000 339.37 339.99 325.7 327.56 66943180
SBER D 211122 000000 326.03 326.39 306.67 309.15 144324090
SBER D 211123 000000 306.28 327.01 300.1 326.84 144820750
SBER D 211124 000000 328 329.97 317.35 321.22 77871110
SBER D 211125 000000 322.37 322.96 316.11 317.29 44048010
SBER D 211126 000000 307.13 312 303.22 304.42 90384610
SBER D 211129 000000 311.14 322.15 309.42 316.57 82133140
SBER D 211130 000000 311 318.58 310.09 315 98128940
SBER D 211201 000000 321.35 329.44 319.51 324.4 69783520
SBER D 211202 000000 325.21 329 320.54 326.8 61404320
SBER D 211203 000000 327.6 328.95 318.4 320.66 43075790
SBER D 211206 000000 322 324.16 304.18 307.5 99674420
SBER D 211207 000000 307.5 313.03 300.5 309.79 154149090
SBER D 211208 000000 310.97 316.88 291.57 296.95 241030570
SBER D 211209 000000 297.49 304.94 292.5 300.4 133927110
SBER D 211210 000000 300.41 304.28 294.43 297.44 82043690
SBER D 211213 000000 298.28 300.99 280.08 280.64 146306320
SBER D 211214 000000 280.21 286.09 261.5 284.9 176473700
SBER D 211215 000000 285 287.79 279.44 286.65 87516430
SBER D 211216 000000 287.75 298.7 286.2 295.89 134776020
SBER D 211217 000000 295 296.73 291.61 294.9 109764650
SBER D 211220 000000 293.11 293.11 285.63 288.4 79622500
SBER D 211221 000000 289.8 293.4 286.76 291.7 64919700
SBER D 211222 000000 291.83 297.23 289.23 294 63855050
SBER D 211223 000000 294.68 298.1 291.26 292.8 55531330
SBER D 211224 000000 293 294.18 289 293.89 37669750
SBER D 211227 000000 294.79 296 293.37 295.68 35728530
SBER D 211228 000000 295.84 297.55 294.18 295 37853360
SBER D 211229 000000 295.05 295.55 291.33 293.51 37668260
SBER D 211230 000000 293.61 294.89 291.52 293.49 42566850
SBER D 220103 000000 295.9 305.5 294.34 305.47 50156260
SBER D 220104 000000 305.51 310.1 301.63 304.24 53268220
SBER D 220105 000000 303.56 304.26 287 287.01 70015940
SBER D 220106 000000 286.86 295.1 281 293.92 79329410
SBER D 220110 000000 295.53 298.88 288.68 291.69 67393720
SBER D 220111 000000 292.93 293.94 288.71 291.88 58894910
SBER D 220112 000000 292.5 292.92 285.05 290.4 81815210
SBER D 220113 000000 289.69 290.37 269.9 272.5 211547650
SBER D 220114 000000 272.39 277.98 249.2 261 406232780
SBER D 220117 000000 262.2 264.01 247 257.78 248613210
SBER D 220118 000000 258.8 259.39 228.09 234.7 484049150
SBER D 220119 000000 232.89 249 221.03 244.86 360884470
SBER D 220120 000000 244.12 263 240.01 254.61 329059220
SBER D 220121 000000 252.98 259.08 246 246.9 295614320
SBER D 220124 000000 246.51 249.88 226 236.97 325615680
SBER D 220125 000000 236.99 243.55 231 239.59 232503340
SBER D 220126 000000 240.06 245.17 233.3 236.9 224800440
SBER D 220127 000000 234.99 260 233.1 254.29 301187890
SBER D 220128 000000 255.86 262 252.02 257.82 204153960
SBER D 220131 000000 258.88 269.6 258.81 269.42 156087540
SBER D 220201 000000 269.71 273.1 260.56 264.7 170357700
SBER D 220202 000000 265.8 266.91 254.52 261 170198890
SBER D 220203 000000 258.45 259.87 250.06 250.79 151127560
SBER D 220204 000000 251.99 259.74 251.91 256.53 126990670
SBER D 220207 000000 257 260.53 253.52 257.61 85547520
SBER D 220208 000000 257.61 269.9 256.52 269.8 161498400
SBER D 220209 000000 270.01 279.71 270 279.09 193232800
SBER D 220210 000000 279.21 282.3 273.67 275.2 180119880
SBER D 220211 000000 274.88 275.87 259.61 260.83 213783420
SBER D 220214 000000 256.69 259.5 245.1 256.7 357398630
SBER D 220215 000000 257.6 274 257.51 274 271473810
SBER D 220216 000000 276.88 281 274.15 277.78 195684110
SBER D 220217 000000 277 277 259.36 260.58 262060710
SBER D 220218 000000 262.14 267 245 250.28 270538090
SBER D 220221 000000 249.12 258.32 184.3 201 1084339130
SBER D 220222 000000 198.72 219.9 182.03 208.53 945941710
SBER D 220224 000000 186.58 187.54 89.59 132.18 828329350
SBER D 220225 000000 123.75 152.89 115.11 131.12 396287150
SBER D 220324 000000 131 156.2 130.15 136.24 153705270
SBER D 220325 000000 137.1 147 128.2 131.5 57307510
SBER D 220328 000000 130.6 131.47 125 125 32756540
SBER D 220329 000000 126.19 137.57 122 128.77 72242360
SBER D 220330 000000 136.5 138.4 131.11 134.6 35411460
